year	country	gdp	pop	lifeExp
1855	btn	676	106524	28.8
1860	btn	683	109122	28.8
1865	btn	690	111783	28.8
1870	btn	697	114509	28.8
1875	btn	703	117302	28.8
1880	btn	710	120163	28.8
1885	btn	717	123094	28.8
1890	btn	724	126096	28.8
1895	btn	732	129172	28.8
1900	btn	739	132322	28.8
1905	btn	746	135549	28.8
1910	btn	754	138855	28.8
1915	btn	761	142242	28.8
1920	btn	769	145711	28.8
1925	btn	782	149265	28.8
1930	btn	795	152905	28.8
1935	btn	808	156635	28.8
1940	btn	822	161296.8	28.8
1945	btn	835	169418.8	29.69
1950	btn	849	176795	30.59
1955	btn	899	200089	33.12
1960	btn	952	224108	35.94
1965	btn	1008	252629	38.68
1970	btn	1067	291457	42.31
1975	btn	957	349146	47.21
1980	btn	1131	412561	52.12
1985	btn	1385	469010	56.69
1990	btn	2332	535505	61.4
1995	btn	2930	508897	63.8
2000	btn	3596	564187	65.9
2005	btn	4565	651163	69.3
2010	btn	6516	720246	71.4
2015	btn	7983	774830	72.7
1800	bol	854	1100000	33
1805	bol	854	1100000	33
1810	bol	855	1100000	33
1815	bol	856	1100000	33
1820	bol	856	1100000	33
1825	bol	898	1141541	33
1830	bol	941	1184652	33
1835	bol	987	1229390	33
1840	bol	1035	1275818	33
1845	bol	1085	1323999	33
1850	bol	1137	1374000	33
1855	bol	1193	1403299	33
1860	bol	1250	1433224	33
1865	bol	1311	1463786	33
1870	bol	1374	1495000	33
1875	bol	1441	1526764	33
1880	bol	1511	1559203	33
1885	bol	1584	1592332	33
1890	bol	1661	1626164	33
1895	bol	1741	1660715	33
1900	bol	1826	1696000	33
1905	bol	1914	1765000	33
1910	bol	2007	1837000	33
1915	bol	2104	1951000	33
1920	bol	2206	2136000	33
1925	bol	2319	2263000	33
1930	bol	2436	2397000	33
1935	bol	2560	2540000	33
1940	bol	2689	2727601.9	33
1945	bol	2824	3075611.4	36.7
1950	bol	3216	3089649	40.41
1955	bol	3113	3365363	41.98
1960	bol	2703	3693451	43.77
1965	bol	3046	4070590	45.62
1970	bol	3678	4505774	47.44
1975	bol	4260	5009259	50.19
1980	bol	4363	5589572	54.21
1985	bol	3706	6211549	58.22
1990	bol	3740	6856246	61.6
1995	bol	4068	7566716	64.4
2000	bol	4330	8339512	67.6
2005	bol	4578	9125405	70.2
2010	bol	5279	9918245	71.8
2015	bol	6295	10724705	73.2
1800	bih	669	851806	35.1
1805	bih	669	851806	35.1
1810	bih	670	851806	35.1
1815	bih	670	851806	35.1
1820	bih	671	851806	35.1
1825	bih	688	889958	35.1
1830	bih	706	929819	35.1
1835	bih	724	971466	35.1
1840	bih	742	1014977	35.1
1845	bih	762	1060438	35.1
1850	bih	781	1107935	35.1
1855	bih	783	1157559	35.1
1860	bih	786	1209406	35.1
1865	bih	788	1263575	35.1
1870	bih	790	1320170	35.1
1875	bih	846	1379300	35.1
1880	bih	906	1441079	35.1
1885	bih	970	1505625	35.1
1890	bih	1039	1573061	35.1
1895	bih	1055	1643518	35.1
1900	bih	1072	1717131	35.1
1905	bih	1139	1794041	35.1
1910	bih	1209	1874396	35.1
1915	bih	1178	1958350	35.1
1920	bih	1135	2046064	35.1
1925	bih	1261	2137706	37.82
1930	bih	1326	2233454	40.54
1935	bih	1094	2333490	43.26
1940	bih	1280	2438006	45.98
1945	bih	1166	2547204	26.45
1950	bih	1284	2661293	52.52
1955	bih	1412	2931849	57.94
1960	bih	1815	3214520	62.56
1965	bih	2164	3524596	66.14
1970	bih	2500	3745637	69.49
1975	bih	3036	3971608	72.71
1980	bih	3582	4144726	74.82
1985	bih	3494	4369527	76.95
1990	bih	2974	4526996	72.7
1995	bih	1976	3879278	67
2000	bih	6158	3792878	75.7
2005	bih	7751	3833377	77
2010	bih	9145	3835258	77.9
2015	bih	9833	3810416	78.9
1800	bwa	397	121000	33.6
1805	bwa	398	121000	33.6
1810	bwa	398	121000	33.6
1815	bwa	398	121000	33.6
1820	bwa	398	121000	33.6
1825	bwa	408	121000	33.6
1830	bwa	418	121000	33.6
1835	bwa	428	121000	33.6
1840	bwa	439	121000	33.6
1845	bwa	449	121000	33.6
1850	bwa	460	121000	33.6
1855	bwa	472	121000	33.6
1860	bwa	483	121000	33.6
1865	bwa	495	121000	33.6
1870	bwa	507	121000	33.6
1875	bwa	520	121000	33.6
1880	bwa	532	121000	33.6
1885	bwa	545	121000	33.6
1890	bwa	559	121000	33.6
1895	bwa	572	121000	33.6
1900	bwa	586	121000	33.6
1905	bwa	600	121563	33.6
1910	bwa	615	124421	33.6
1915	bwa	633	135526	33.6
1920	bwa	658	149939	33.6
1925	bwa	684	177314	33.6
1930	bwa	712	213209	33.6
1935	bwa	741	256371	33.6
1940	bwa	771	277617	33.6
1945	bwa	803	292854	33.52
1950	bwa	835	412533	46.68
1955	bwa	907	469671	48.45
1960	bwa	970	524029	50.34
1965	bwa	1055	595741	52
1970	bwa	1567	693021	54.3
1975	bwa	2969	822029	57.45
1980	bwa	4292	996331	60.24
1985	bwa	5822	1182942	62.44
1990	bwa	8075	1379814	62.3
1995	bwa	8823	1576291	56.8
2000	bwa	10250	1736579	47.6
2005	bwa	11460	1864003	49.3
2010	bwa	13642	2047831	55.6
2015	bwa	17196	2262485	58.7
1800	bra	1109	3639636	32
1805	bra	1110	3839418	32
1810	bra	1110	4050165	32
1815	bra	1111	4272481	32
1820	bra	1112	4507000	32
1825	bra	1124	4876812	32
1830	bra	1136	5276969	31.99
1835	bra	1148	5709960	31.99
1840	bra	1160	6178478	31.99
1845	bra	1173	6685440	31.99
1850	bra	1185	7234000	31.99
1855	bra	1129	7803818	31.99
1860	bra	1358	8418521	31.99
1865	bra	1429	9081644	31.99
1870	bra	1488	9797000	31.99
1875	bra	1541	10749000	31.99
1880	bra	1455	11794000	31.98
1885	bra	1450	12941000	31.98
1890	bra	1492	14199000	31.98
1895	bra	1388	15980000	31.98
1900	bra	1201	17984000	31.98
1905	bra	1322	20003000	31.98
1910	bra	1487	22216000	31.98
1915	bra	1498	24674000	31.98
1920	bra	1722	27404000	31.98
1925	bra	1797	30332000	31.99
1930	bra	1998	33568000	32
1935	bra	2137	37150000	34.32
1940	bra	2308	41114000.1	36.64
1945	bra	2457	46215000.6	42.44
1950	bra	3030	53974726	50.33
1955	bra	3543	62655984	52.66
1960	bra	4433	72493585	55.27
1965	bra	4671	84130061	57.66
1970	bra	5930	95982453	59.73
1975	bra	8595	108431284	61.84
1980	bra	10922	122199721	63.81
1985	bra	10495	136836428	65.76
1990	bra	10331	150393143	67.9
1995	bra	11108	162755054	69
2000	bra	11461	175786441	70.7
2005	bra	12373	188479240	72.4
2010	bra	14660	198614208	73.6
2015	bra	15441	207847528	74.4
1800	brn	1512	2128	29.2
1805	brn	1513	2128	29.2
1810	brn	1514	2128	29.2
1815	brn	1515	2128	29.2
1820	brn	1516	2128	29.2
1825	brn	1542	2358	29.2
1830	brn	1569	2612	29.2
1835	brn	1596	2894	29.2
1840	brn	1623	3207	29.2
1845	brn	1651	3553	29.2
1850	brn	1679	3936	29.2
1855	brn	1707	4361	29.2
1860	brn	1737	4832	29.2
1865	brn	1766	5353	29.2
1870	brn	1797	5931	29.2
1875	brn	1827	6959	29.2
1880	brn	1859	8165	29.2
1885	brn	1890	9581	29.2
1890	brn	1923	11242	29.2
1895	brn	1955	13190	29.2
1900	brn	1989	15477	29.2
1905	brn	2023	18160	29.2
1910	brn	2057	21308	29.2
1915	brn	2093	23520	32.01
1920	brn	2128	25569	35.53
1925	brn	2165	27532	39.05
1930	brn	2557	29574	42.56
1935	brn	5489	32437	46.08
1940	brn	11782	35763	49.6
1945	brn	25288	39430	53.15
1950	brn	54271	48001	56.68
1955	brn	58680	63401	59.45
1960	brn	63442	81825	62.52
1965	brn	68582	102525	65.21
1970	brn	74132	129729	67.38
1975	brn	89842	160799	69.32
1980	brn	121356	193057	70.95
1985	brn	87154	223049	72.41
1990	brn	77076	256939	73.8
1995	brn	78406	295010	74.7
2000	brn	74475	330554	75.9
2005	brn	74441	361889	76.7
2010	brn	70636	393302	77.1
2015	brn	73003	423188	77.1
1800	bgr	1089	1992320	35.8
1805	bgr	1090	2039301	36.02
1810	bgr	1091	2087391	36.24
1815	bgr	1091	2136615	36.46
1820	bgr	1092	2187000	36.68
1825	bgr	1119	2236303	36.9
1830	bgr	1147	2286718	37.12
1835	bgr	1176	2338269	37.34
1840	bgr	1205	2390982	37.56
1845	bgr	1235	2444883	37.78
1850	bgr	1266	2500000	38
1855	bgr	1298	2521228	38.22
1860	bgr	1330	2542636	38.44
1865	bgr	1363	2564227	38.66
1870	bgr	1397	2586000	38.88
1875	bgr	1506	2778233	39.1
1880	bgr	1624	2984756	39.32
1885	bgr	1751	3206631	39.54
1890	bgr	1887	3445000	39.76
1895	bgr	1964	3712142	39.98
1900	bgr	2044	4000000	40.2
1905	bgr	2232	4252058	43.3
1910	bgr	2437	4520000	43.66
1915	bgr	2334	4818001	44.02
1920	bgr	1840	5072000	44.38
1925	bgr	1544	5590000	45.07
1930	bgr	2149	6027000	48.3
1935	bgr	2068	6415000	50.8
1940	bgr	2590	6666000	52.48
1945	bgr	1794	6942000	52.01
1950	bgr	2761	7250999	61.41
1955	bgr	3590	7541295	64.84
1960	bgr	4866	7866472	69.22
1965	bgr	6432	8206564	71.35
1970	bgr	7971	8494765	71.32
1975	bgr	9736	8727332	71.11
1980	bgr	10088	8865235	71.17
1985	bgr	10388	8960387	71.15
1990	bgr	9333	8821111	71.4
1995	bgr	8479	8358116	71
2000	bgr	9075	8000510	71.6
2005	bgr	12359	7682614	72.6
2010	bgr	14886	7407297	73.7
2015	bgr	16371	7149787	74.8
1800	bfa	480	1665421	29.2
1805	bfa	480	1665421	29.2
1810	bfa	480	1665421	29.2
1815	bfa	481	1665421	29.2
1820	bfa	481	1665421	29.2
1825	bfa	484	1727061	29.2
1830	bfa	486	1790982	29.2
1835	bfa	489	1857268	29.2
1840	bfa	492	1926008	29.2
1845	bfa	495	1997293	29.2
1850	bfa	498	2071215	29.2
1855	bfa	500	2147874	29.2
1860	bfa	503	2227370	29.2
1865	bfa	506	2309808	29.2
1870	bfa	509	2395297	29.2
1875	bfa	512	2483951	29.2
1880	bfa	515	2575885	29.2
1885	bfa	517	2671222	29.2
1890	bfa	520	2770088	29.2
1895	bfa	523	2872613	29.2
1900	bfa	526	2978932	29.2
1905	bfa	529	3089187	29.2
1910	bfa	532	3203522	29.2
1915	bfa	535	3322089	29.2
1920	bfa	538	3445044	29.2
1925	bfa	536	3572550	29.2
1930	bfa	534	3704775	29.2
1935	bfa	532	3841894	29.2
1940	bfa	529	3984087.8	29.2
1945	bfa	527	4131543.8	29.4
1950	bfa	524	4284457	30.37
1955	bfa	590	4517155	32.72
1960	bfa	659	4829291	35.21
1965	bfa	731	5174869	37.8
1970	bfa	790	5624597	40.27
1975	bfa	703	6154548	43
1980	bfa	759	6822840	47.61
1985	bfa	801	7727912	51.08
1990	bfa	821	8811033	51.4
1995	bfa	869	10089876	51.3
2000	bfa	1046	11607944	52.6
2005	bfa	1232	13421929	55.9
2010	bfa	1431	15632066	59
2015	bfa	1654	18105570	60.9
1800	bdi	418	899097	31.5
1805	bdi	420	899097	31.5
1810	bdi	422	899097	31.5
1815	bdi	424	899097	31.5
1820	bdi	426	899097	31.5
1825	bdi	428	934532	31.5
1830	bdi	430	971363	31.5
1835	bdi	432	1009646	31.5
1840	bdi	434	1049437	31.5
1845	bdi	436	1090797	31.5
1850	bdi	438	1133787	31.5
1855	bdi	440	1178471	31.5
1860	bdi	442	1224917	31.5
1865	bdi	444	1273192	31.5
1870	bdi	446	1323371	31.5
1875	bdi	448	1375527	31.5
1880	bdi	450	1429738	31.5
1885	bdi	452	1486086	31.5
1890	bdi	454	1544655	31.5
1895	bdi	456	1605532	31.5
1900	bdi	459	1668808	31.5
1905	bdi	461	1734578	31.5
1910	bdi	463	1802941	31.5
1915	bdi	465	1873997	31.5
1920	bdi	467	1947854	31.5
1925	bdi	473	2024622	28
1930	bdi	480	2104415	31.5
1935	bdi	486	2187353	31.5
1940	bdi	492	2258822.3	31.5
1945	bdi	498	2274737.8	31.32
1950	bdi	505	2308923	38.07
1955	bdi	576	2531800	39.25
1960	bdi	632	2786740	40.58
1965	bdi	610	3079034	41.95
1970	bdi	782	3457113	42.76
1975	bdi	780	3676991	44.02
1980	bdi	887	4126544	45.93
1985	bdi	994	4774258	47.08
1990	bdi	1051	5613141	45.6
1995	bdi	835	6239030	44.5
2000	bdi	723	6767073	46.7
2005	bdi	692	7934213	54.7
2010	bdi	725	9461117	60.4
2015	bdi	777	11178921	61.4
1800	khm	903	2090000	35
1805	khm	904	2090000	35
1810	khm	905	2090000	35
1815	khm	905	2090000	35
1820	khm	906	2090000	35
1825	khm	913	2113748	35
1830	khm	920	2137766	35
1835	khm	926	2162057	35
1840	khm	933	2186624	35
1845	khm	940	2211470	35
1850	khm	947	2236598	35
1855	khm	954	2262012	35
1860	khm	961	2287715	35
1865	khm	968	2313710	35
1870	khm	976	2340000	35
1875	khm	983	2415059	35
1880	khm	990	2492526	35
1885	khm	997	2572478	35
1890	khm	1005	2654994	35
1895	khm	1012	2740157	35
1900	khm	1020	2828052	35
1905	khm	1027	2918766	35
1910	khm	1035	3012390	35
1915	khm	1043	3128217	35
1920	khm	1050	3278634	35
1925	khm	1059	3436284	35
1930	khm	1068	3601515	35
1935	khm	1077	3774690	35
1940	khm	1086	3964884.6	34
1945	khm	1095	4198572.6	28.27
1950	khm	1104	4432716	40.32
1955	khm	1187	5045284	41.52
1960	khm	1539	5722370	42.29
1965	khm	1579	6467196	43.45
1970	khm	1643	7022185	43.28
1975	khm	1096	7551988	21.69
1980	khm	839	6718241	28.16
1985	khm	787	7743065	55.5
1990	khm	996	9008856	57.6
1995	khm	1091	10694459	58.1
2000	khm	1368	12197905	60
2005	khm	1957	13320058	64
2010	khm	2513	14363586	67
2015	khm	3267	15577899	69.4
1800	cmr	626	1860054	28.75
1805	cmr	627	1860054	28.75
1810	cmr	627	1860054	28.75
1815	cmr	627	1860054	28.75
1820	cmr	628	1860054	28.75
1825	cmr	643	1887860	28.75
1830	cmr	659	1916081	28.75
1835	cmr	675	1944725	28.75
1840	cmr	692	1973797	28.75
1845	cmr	708	2003303	28.75
1850	cmr	726	2033250	28.75
1855	cmr	744	2063645	28.75
1860	cmr	762	2094495	28.75
1865	cmr	780	2125805	28.75
1870	cmr	799	2157584	28.75
1875	cmr	819	2189837	28.75
1880	cmr	839	2222573	28.75
1885	cmr	859	2255798	28.75
1890	cmr	880	2289520	28.75
1895	cmr	902	2323746	28.75
1900	cmr	924	2358484	28.75
1905	cmr	946	2393741	28.75
1910	cmr	970	2429525	28.75
1915	cmr	1002	2465844	28.75
1920	cmr	1049	2502706	28.75
1925	cmr	1107	2540119	28.75
1930	cmr	1167	2921320	28.75
1935	cmr	1231	3196725	28.75
1940	cmr	1298	3552565.1	28.75
1945	cmr	1368	3983406.6	29.23
1950	cmr	1442	4466498	38.83
1955	cmr	1632	4873726	40.87
1960	cmr	1813	5361367	43.46
1965	cmr	1917	5987671	46.13
1970	cmr	2169	6770967	48.97
1975	cmr	2338	7740196	52.13
1980	cmr	2671	8932121	55.06
1985	cmr	3675	10381098	57.17
1990	cmr	2768	12070359	58.4
1995	cmr	2188	13929575	56.5
2000	cmr	2404	15927713	54.3
2005	cmr	2532	18126999	54.9
2010	cmr	2571	20590666	57.8
2015	cmr	2897	23344179	59.4
1800	can	1314	645526	39
1805	can	1356	684475	39.01
1810	can	1400	725775	39.01
1815	can	1445	769566	39.02
1820	can	1491	816000	39.03
1825	can	1569	976680	39.04
1830	can	1651	1169000	39.04
1835	can	1781	1408472	39.55
1840	can	1922	1697000	40.19
1845	can	2057	2053544	40.61
1850	can	2202	2485000	40.99
1855	can	2302	2893435	41.27
1860	can	2406	3369000	41.54
1865	can	2603	3569060	41.98
1870	can	2815	3781000	42.46
1875	can	2966	4071000	43.43
1880	can	3021	4384000	44.51
1885	can	3451	4666000	44.91
1890	can	3963	4918000	45.13
1895	can	3953	5169000	46.56
1900	can	4858	5457000	48.29
1905	can	5948	6166000	50.18
1910	can	6794	7188000	52.12
1915	can	7061	8191000	54.31
1920	can	6430	8798000	56.57
1925	can	7211	9549000	59.31
1930	can	7976	10488000	58.95
1935	can	6538	11136000	62.49
1940	can	8871	11688000	64.01
1945	can	11773	12404000	66.32
1950	can	12022	13736997	68.26
1955	can	13513	15733858	70.02
1960	can	14414	17909232	71
1965	can	17243	19693538	71.74
1970	can	19842	21439200	72.58
1975	can	23593	23140609	73.41
1980	can	26678	24515788	75.05
1985	can	29016	25848173	76.31
1990	can	31163	27662440	77.4
1995	can	32101	29299478	78
2000	can	37314	30701903	79.2
2005	can	40284	32256333	80.2
2010	can	40773	34126173	81.3
2015	can	43294	35939927	81.7
1800	cpv	529	55716	33.8
1805	cpv	530	55716	33.8
1810	cpv	530	55716	33.8
1815	cpv	530	55716	33.8
1820	cpv	531	55716	33.8
1825	cpv	542	58262	33.8
1830	cpv	554	60925	33.8
1835	cpv	566	63709	33.8
1840	cpv	578	66621	33.8
1845	cpv	590	69665	33.8
1850	cpv	603	72849	33.8
1855	cpv	616	76179	33.8
1860	cpv	629	79660	33.8
1865	cpv	643	83301	33.8
1870	cpv	657	87107	33.8
1875	cpv	671	91088	33.8
1880	cpv	685	95251	33.8
1885	cpv	700	99604	33.8
1890	cpv	715	104156	33.8
1895	cpv	730	108916	33.8
1900	cpv	746	113894	33.8
1905	cpv	762	119099	33.8
1910	cpv	779	124542	33.8
1915	cpv	795	130234	33.8
1920	cpv	812	136185	33.8
1925	cpv	808	142409	33.8
1930	cpv	804	148918	33.8
1935	cpv	799	155723	33.8
1940	cpv	793	162840.2	38.47
1945	cpv	786	170283.2	43.39
1950	cpv	779	178066	48.32
1955	cpv	778	197422	49.19
1960	cpv	826	202316	50.12
1965	cpv	905	231427	51
1970	cpv	942	270197	53.78
1975	cpv	771	272575	58.3
1980	cpv	1189	285599	62.41
1985	cpv	1469	313976	66.12
1990	cpv	1609	341256	68.7
1995	cpv	2361	389156	68.3
2000	cpv	3772	438737	68.4
2005	cpv	4604	474224	69.3
2010	cpv	6005	490379	71.1
2015	cpv	6514	520502	72.9
1800	caf	424	479444	30
1805	caf	424	479444	30
1810	caf	425	479444	30
1815	caf	425	479444	30
1820	caf	425	479444	30
1825	caf	436	491022	30
1830	caf	446	502880	30
1835	caf	457	515024	30
1840	caf	468	527462	30
1845	caf	480	540200	30
1850	caf	492	553245	30
1855	caf	504	566606	30
1860	caf	516	580289	30
1865	caf	529	594302	30
1870	caf	541	608654	30
1875	caf	555	623353	30
1880	caf	568	638406	30
1885	caf	582	653824	30
1890	caf	596	669613	30
1895	caf	611	685784	30
1900	caf	626	702345	30
1905	caf	641	719306	30
1910	caf	657	736677	30
1915	caf	690	754467	30
1920	caf	754	772687	30
1925	caf	817	791347	30
1930	caf	885	810457	30
1935	caf	959	830029	30
1940	caf	1039	952278	30
1945	caf	1125	1123985	30.24
1950	caf	1218	1326653	33.08
1955	caf	1352	1399493	35.18
1960	caf	1436	1503501	37.43
1965	caf	1332	1648830	39.92
1970	caf	1358	1828710	43.36
1975	caf	1181	2017379	47.6
1980	caf	1103	2274095	50.61
1985	caf	998	2627424	50.57
1990	caf	944	2937832	48.4
1995	caf	881	3335840	46.7
2000	caf	848	3726048	45.3
2005	caf	853	4055608	45.5
2010	caf	901	4444973	47.9
2015	caf	599	4900274	49.6
1800	tcd	418	1432000	30.9
1805	tcd	418	1432000	30.9
1810	tcd	419	1432000	30.9
1815	tcd	419	1432000	30.9
1820	tcd	419	1432000	30.9
1825	tcd	430	1432000	30.9
1830	tcd	440	1432000	30.9
1835	tcd	451	1432000	30.9
1840	tcd	462	1432000	30.9
1845	tcd	473	1432000	30.9
1850	tcd	485	1432000	30.9
1855	tcd	497	1432000	30.9
1860	tcd	509	1432000	30.9
1865	tcd	521	1432000	30.9
1870	tcd	534	1432000	30.9
1875	tcd	547	1432000	30.9
1880	tcd	560	1432000	30.9
1885	tcd	574	1432000	30.9
1890	tcd	588	1432000	30.9
1895	tcd	602	1432000	30.9
1900	tcd	617	1432000	30.9
1905	tcd	632	1432000	30.9
1910	tcd	648	1432000	30.9
1915	tcd	679	1432000	30.9
1920	tcd	737	1432000	30.9
1925	tcd	802	1432000	30.9
1930	tcd	873	1432000	30.9
1935	tcd	951	1432000	30.9
1940	tcd	1035	1672740.3	30.9
1945	tcd	1126	2055221.8	31.63
1950	tcd	1225	2502314	37.02
1955	tcd	1369	2735936	38.9
1960	tcd	1475	3002596	40.95
1965	tcd	1387	3310921	43.01
1970	tcd	1338	3644911	45.72
1975	tcd	1441	4088858	48.45
1980	tcd	891	4512795	50.56
1985	tcd	1202	5092650	52.51
1990	tcd	1111	5958022	53.7
1995	tcd	1044	7001634	53.6
2000	tcd	998	8343321	51.5
2005	tcd	1803	10067932	53
2010	tcd	1953	11896380	55.8
2015	tcd	2191	14037472	57.4
1800	chl	1026	771447	32
1805	chl	1027	771447	32
1810	chl	1028	771447	32
1815	chl	1029	771447	32
1820	chl	1029	771447	32
1825	chl	991	864198	32
1830	chl	986	965173	32
1835	chl	1039	1071256	32
1840	chl	1117	1180761	32
1845	chl	1181	1293375	32
1850	chl	1389	1409885	32
1855	chl	1472	1531758	32
1860	chl	1632	1660659	32
1865	chl	1751	1798001	32
1870	chl	1929	1944569	32
1875	chl	2134	2100268	32
1880	chl	2605	2264042	32
1885	chl	2678	2433995	32
1890	chl	2948	2607769	32
1895	chl	3238	2783171	32
1900	chl	3295	2958986	32
1905	chl	3395	3135874	31.1
1910	chl	4512	3317166	31.34
1915	chl	3562	3509420	32.08
1920	chl	4092	3722598	31.84
1925	chl	4613	3969721	34.84
1930	chl	4145	4265756	38.02
1935	chl	3973	4625112	38.94
1940	chl	4625	5062500.8	42.04
1945	chl	4935	5588770.8	46.29
1950	chl	5196	6142899	54.25
1955	chl	5613	6862211	55.29
1960	chl	6020	7695692	56.85
1965	chl	6451	8612074	59.03
1970	chl	7382	9561868	61.74
1975	chl	6058	10420590	65.02
1980	chl	8088	11234340	68.7
1985	chl	7193	12108576	71.42
1990	chl	9193	13141202	73.1
1995	chl	12759	14193986	75.4
2000	chl	14614	15170387	77.3
2005	chl	16985	16096571	78.2
2010	chl	19204	17015048	78.5
2015	chl	22465	17948141	79.4
1800	chn	985	321675014	32
1805	chn	985	335578585	32
1810	chn	985	350083106	32
1815	chn	985	365214544	32
1820	chn	985	380999999	32
1825	chn	985	394751819	32
1830	chn	986	408999998	32
1835	chn	986	410497259	32
1840	chn	986	412000001	32
1845	chn	980	412000001	32
1850	chn	985	412000001	32
1855	chn	984	394111661	27
1860	chn	1023	377000002	28.85
1865	chn	1066	367377189	31.74
1870	chn	1099	357999998	31.96
1875	chn	1026	362965999	32
1880	chn	1015	368000001	32
1885	chn	974	373951998	32
1890	chn	918	380000000	32
1895	chn	940	390000001	32
1900	chn	894	400000002	32
1905	chn	856	411340000	32
1910	chn	991	423000001	32
1915	chn	957	446829000	32
1920	chn	1012	471999998	32
1925	chn	1035	480425002	32
1930	chn	1055	489000001	33.8
1935	chn	1004	505292001	35.8
1940	chn	841	518104146.9	34.36
1945	chn	585	528611891.4	36.73
1950	chn	535	544112923	41.04
1955	chn	706	598574241	47.2
1960	chn	889	644450173	30.53
1965	chn	772	706590947	54.28
1970	chn	848	808510713	61
1975	chn	920	905580445	60.78
1980	chn	1073	977837433	63.92
1985	chn	1557	1052622410	65.87
1990	chn	1516	1154605773	66.7
1995	chn	2551	1227841281	68.4
2000	chn	3678	1269974572	69.8
2005	chn	5675	1305600630	71.9
2010	chn	9430	1340968737	74.3
2015	chn	13334	1376048943	76.2
1800	col	963	1206000	32
1805	col	963	1206000	32
1810	col	964	1206000	32
1815	col	965	1206000	32
1820	col	966	1206000	32
1825	col	978	1319095	32
1830	col	991	1442796	32
1835	col	1004	1578097	32
1840	col	1017	1726086	32
1845	col	1030	1887953	32
1850	col	1043	2065000	32
1855	col	1057	2142300	32
1860	col	1071	2222494	32
1865	col	1085	2305690	32
1870	col	1099	2392000	32
1875	col	1113	2605830	32
1880	col	1127	2838776	32
1885	col	1142	3092545	32
1890	col	1157	3369000	32
1895	col	1172	3670049	32
1900	col	1187	3998000	32
1905	col	1202	4422000	32
1910	col	1405	4890000	32
1915	col	1540	5468000	32
1920	col	1782	6213000	32
1925	col	2038	7061000	32
1930	col	2329	7914000	32
1935	col	2577	8398000	34.88
1940	col	2842	9208129.9	38.35
1945	col	2780	10673779.4	43.26
1950	col	3177	12340899	49.03
1955	col	3418	14225197	54.15
1960	col	3535	16480384	58.03
1965	col	3777	19144220	60.7
1970	col	4325	22061214	62.83
1975	col	5208	24756969	65.04
1980	col	6373	27737905	68.07
1985	col	6613	31011686	70.48
1990	col	7752	34271563	71.5
1995	col	8643	37441980	72
2000	col	8414	40403959	73.3
2005	col	9286	43285636	75.1
2010	col	10777	45918101	76.4
2015	col	12761	48228704	78
1800	com	696	56346	32.1
1805	com	700	56346	32.1
1810	com	703	56346	32.1
1815	com	707	56346	32.1
1820	com	710	56346	32.1
1825	com	714	58602	32.1
1830	com	718	60947	32.1
1835	com	721	63387	32.1
1840	com	725	65924	32.1
1845	com	729	68563	32.1
1850	com	732	71308	32.1
1855	com	736	74162	32.1
1860	com	740	77131	32.1
1865	com	744	80219	32.1
1870	com	747	83430	32.1
1875	com	751	86769	32.1
1880	com	755	90243	32.1
1885	com	759	93855	32.1
1890	com	763	97612	32.1
1895	com	767	101520	32.1
1900	com	770	105583	32.1
1905	com	774	109810	32.1
1910	com	778	114206	32.1
1915	com	782	118777	32.1
1920	com	786	123532	32.1
1925	com	790	128477	32.1
1930	com	794	133620	32.1
1935	com	797	138968	32.1
1940	com	801	144531	32.1
1945	com	804	150317	32.25
1950	com	807	156334	40.4
1955	com	901	173149	41.99
1960	com	1026	188732	44.04
1965	com	1308	205412	46.18
1970	com	1425	228443	48.61
1975	com	1575	256309	51.03
1980	com	1636	308518	53.15
1985	com	1719	357729	55.36
1990	com	1595	415144	57.1
1995	com	1467	479574	58.9
2000	com	1391	547696	62.1
2005	com	1498	618632	66
2010	com	1426	698695	67.7
2015	com	1472	788474	68.1
1800	cod	485	5163819	31.6
1805	cod	495	5163819	31.6
1810	cod	505	5163819	31.6
1815	cod	515	5163819	31.6
1820	cod	526	5163819	31.6
1825	cod	537	5337154	31.6
1830	cod	548	5516307	31.6
1835	cod	560	5701474	31.6
1840	cod	572	5892857	31.6
1845	cod	584	6090664	31.6
